1,52,144,154,
2,55,218,113,
3,56,256,85,
4,58,233,56,
5,61,170,33,
6,64,134,32,
7,71,73,25,
8,73,50,26,
9,78,18,30,
10,82,12,37,
11,88,6,46,
12,94,3,48,
13,102,0,54,
14,99,0,62,
15,99,0,74,
16,95,0,82,
17,94,0,91,
18,94,0,95,
19,95,0,104,
20,77,0,117,
21,75,0,125,
22,76,0,135,
23,63,0,140,
24,65,0,147,
25,64,0,153,
26,63,0,157,
27,65,0,169,
28,67,0,179,
29,63,0,183,
30,52,0,190,
31,55,0,235,
32,50,0,235,
33,46,0,317,
34,43,0,317,
35,42,0,374,
36,40,0,374,
37,38,0,393,
38,35,0,393,
39,36,0,396,
40,38,0,399,
41,33,0,399,
42,28,0,400,
43,26,0,400,
44,28,0,400,
45,22,0,400,
46,22,0,400,
47,22,0,400,
48,23,0,400,
49,19,0,400,
50,17,0,400,
51,17,0,400,
52,20,0,400,
53,13,0,400,
54,10,0,400,
55,10,0,400,
56,10,0,400,
57,7,0,400,
58,8,0,400,
59,8,0,400,
60,7,0,400,
61,7,0,400,
62,8,0,400,
63,6,0,400,
64,5,0,400,
65,5,0,400,
66,5,0,400,
67,3,0,400,
68,3,0,400,
69,2,0,400,
70,2,0,400,
71,2,0,400,
72,1,0,400,
73,1,0,400,
74,1,0,400,
75,1,0,400,
76,0,0,400,
77,0,0,400,
78,0,0,400,
79,0,0,400,
80,0,0,400,
81,0,0,400,
82,0,0,400,
83,0,0,400,
84,0,0,400,
85,0,0,400,
86,0,0,400,
87,0,0,400,
88,0,0,400,
89,0,0,400,
90,0,0,400,
91,0,0,400,
92,0,0,400,
93,0,0,400,
94,0,0,400,
95,0,0,400,
96,0,0,400,
97,0,0,400,
98,0,0,400,
99,0,0,400,
100,0,0,400,
