1,52,98,174,
2,54,83,148,
3,52,82,133,
4,56,73,116,
5,61,68,117,
6,61,62,118,
7,63,51,111,
8,63,39,111,
9,66,40,107,
10,67,42,107,
11,71,38,107,
12,79,28,110,
13,79,28,110,
14,76,27,117,
15,79,20,114,
16,78,15,116,
17,77,10,123,
18,77,8,127,
19,81,7,132,
20,80,5,137,
21,83,5,143,
22,84,4,153,
23,85,3,162,
24,85,2,162,
25,80,3,165,
26,78,2,169,
27,82,2,175,
28,83,1,177,
29,74,1,184,
30,67,1,186,
31,61,1,186,
32,60,1,231,
33,54,1,266,
34,52,1,309,
35,52,1,318,
36,47,1,325,
37,44,1,325,
38,39,1,345,
39,37,1,350,
40,41,1,349,
41,35,1,353,
42,25,1,363,
43,27,1,371,
44,23,1,372,
45,22,1,371,
46,20,2,382,
47,15,2,381,
48,14,2,379,
49,13,2,382,
50,12,2,380,
51,10,2,380,
52,7,1,379,
53,5,1,378,
54,6,1,377,
55,4,2,377,
56,2,2,376,
57,2,2,377,
58,2,2,377,
59,2,2,375,
60,2,2,374,
61,2,2,375,
62,2,2,373,
63,1,2,374,
64,1,3,373,
65,1,3,372,
66,1,3,371,
67,1,3,370,
68,1,3,369,
69,1,3,369,
70,1,4,369,
71,1,5,369,
72,1,5,369,
73,1,6,368,
74,1,6,366,
75,1,6,362,
76,1,7,361,
77,0,8,362,
78,0,7,359,
79,0,6,360,
80,0,7,359,
81,0,7,357,
82,0,8,353,
83,0,8,349,
84,0,10,344,
85,0,13,339,
86,0,13,333,
87,0,12,327,
88,0,13,322,
89,0,13,318,
90,0,15,313,
91,0,15,306,
92,0,15,298,
93,0,18,293,
94,0,19,287,
95,0,19,281,
96,0,20,278,
97,0,20,274,
98,0,23,265,
99,0,22,256,
100,0,23,247,
