1,48,94,165,
2,50,95,149,
3,54,95,134,
4,57,82,124,
5,63,75,112,
6,66,67,108,
7,66,62,101,
8,69,52,96,
9,75,40,92,
10,77,32,86,
11,82,29,86,
12,85,19,89,
13,88,17,90,
14,92,15,96,
15,96,18,100,
16,86,18,109,
17,89,13,114,
18,85,10,120,
19,82,7,124,
20,80,7,130,
21,73,3,131,
22,75,3,134,
23,73,3,138,
24,72,3,149,
25,71,2,159,
26,73,2,164,
27,74,1,167,
28,70,1,174,
29,71,0,181,
30,73,0,187,
31,68,0,187,
32,65,0,247,
33,65,0,247,
34,65,0,292,
35,60,0,310,
36,55,0,310,
37,51,0,321,
38,45,0,345,
39,42,0,345,
40,38,0,370,
41,39,0,370,
42,40,0,374,
43,40,0,382,
44,29,0,382,
45,28,0,384,
46,23,0,384,
47,18,0,386,
48,16,0,391,
49,17,0,394,
50,13,0,397,
51,13,0,397,
52,13,0,399,
53,13,0,400,
54,10,0,400,
55,9,0,400,
56,9,0,400,
57,8,0,400,
58,5,0,400,
59,5,0,400,
60,5,0,400,
61,5,0,400,
62,7,0,400,
63,3,0,400,
64,3,0,400,
65,3,0,400,
66,3,0,400,
67,3,0,400,
68,3,0,400,
69,3,0,400,
70,4,0,400,
71,4,0,400,
72,4,0,400,
73,4,0,400,
74,4,0,400,
75,4,0,400,
76,4,0,400,
77,3,0,400,
78,2,0,400,
79,3,0,400,
80,3,0,400,
81,3,0,400,
82,4,0,400,
83,5,0,400,
84,3,0,400,
85,2,0,400,
86,3,0,400,
87,0,0,400,
88,0,0,400,
89,0,0,400,
90,0,0,400,
91,0,0,400,
92,0,0,400,
93,0,0,400,
94,0,0,400,
95,0,0,400,
96,0,0,400,
97,0,0,400,
98,0,0,400,
99,0,0,400,
100,0,0,400,
